흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
羋昱廷,丁浩,7.5,W+R,2022-11-23,第2期湾区杯中国囲碁大棋士戦挑戦手合三番勝負第2局,7200.0,5,60,chinese,ch,ch
丁浩,羋昱廷,7.5,B+R,2022-11-22,第2期湾区杯中国囲碁大棋士戦挑戦手合三番勝負第1局,7200.0,5,60,chinese,ch,ch
丁浩,姜東潤,6.5,B+R,2022-11-15,第27回LG杯朝鮮日報棋王戦準決勝,10800.0,5,40,japanese,ch,kr
金明訓,丁浩,6.5,W+2.5,2022-11-14,第27回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,ch
金庭賢,朴廷桓,6.5,W+R,2024-03-28,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
時越,丁浩,7.5,B+R,2022-09-28,第23期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
丁浩,彭立尭,7.5,B+R,2022-09-26,第23期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
丁浩,楊楷文,7.5,W+R,2022-09-18,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
時越,丁浩,7.5,B+¾,2022-09-13,2022CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
丁浩,許嘉陽,7.5,W+R,2022-09-11,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,tp
丁浩,毛睿龍,7.5,B+R,2022-09-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,謝爾豪,7.5,W+R,2022-08-30,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
王沢宇,丁浩,7.5,W+R,2022-08-25,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,卞相壹,6.5,W+R,2022-08-13,第8回国手山脈世界プロ最強戦1回戦,1800.0,3,40,japanese,ch,kr
丁浩,柯潔,7.5,B+R,2022-08-11,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,夏晨琨,7.5,B+R,2024-03-25,第25回中国囲碁甲級リーグ優勝決定戦第2戦,7200.0,5,60,chinese,kr,ch
江維傑,丁浩,7.5,B+R,2022-08-10,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,范廷鈺,7.5,B+R,2022-08-09,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
曹瀟陽,丁浩,7.5,W+R,2022-08-08,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,楊鼎新,7.5,B+R,2022-08-06,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
李維清,丁浩,7.5,B+R,2022-08-05,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,柁嘉熹,7.5,B+R,2022-08-04,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
羋昱廷,丁浩,7.5,B+R,2022-08-03,第24回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,柯潔,6.5,W+R,2022-07-12,第24回農心杯中国予選,10800.0,5,40,japanese,ch,ch
金志錫,丁浩,6.5,W+R,2022-05-31,第27回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,kr,ch
羋昱廷,丁浩,7.5,B+R,2022-05-25,第3回王中王囲碁争覇戦1回戦,7200.0,5,60,chinese,ch,ch
金禹丞,朴廷桓,7.5,B+R,2024-03-23,第25回中国囲碁甲級リーグ優勝決定戦第1戦,7200.0,5,60,chinese,ch,kr
丁浩,李軒豪,7.5,W+R,2022-04-23,第9回衢州・爛柯杯中国囲碁冠軍戦1回戦,7200.0,5,60,chinese,ch,ch
羋昱廷,丁浩,7.5,B+1¾,2022-04-16,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
丁浩,范廷鈺,7.5,W+¼,2022-04-15,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
柁嘉熹,丁浩,7.5,B+R,2022-04-15,第19回アジア競技大会中国予選,3600.0,3,30,chinese,ch,ch
丁浩,申旻埈,7.5,W+R,2022-03-24,第14回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,ch,kr
丁浩,芝野虎丸,7.5,B+R,2022-03-22,第14回春蘭杯世界囲碁選手権1回戦,8700.0,5,60,chinese,ch,jp
丁浩,范廷鈺,7.5,W+R,2022-02-18,第36期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
丁浩,戎毅,7.5,B+R,2022-02-16,第36期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
丁浩,申眞諝,7.5,W+R,2022-01-20,第23回中国囲碁甲級リーグ優勝決定戦第2戦,7200.0,5,60,chinese,ch,kr
丁浩,李欽誠,7.5,B+¾,2022-01-19,第23回中国囲碁甲級リーグ優勝決定戦第1戦,7200.0,5,60,chinese,ch,ch
朴廷桓,李維清,7.5,B+¾,2024-03-21,第15回春蘭杯世界囲碁選手権2回戦,8700.0,5,60,chinese,kr,ch
丁浩,朴廷桓,7.5,B+¾,2022-01-17,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
廖元赫,丁浩,7.5,W+R,2022-01-16,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,辜梓豪,7.5,B+R,2022-01-14,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
丁浩,楊楷文,7.5,W+¼,2022-01-13,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
范廷鈺,丁浩,7.5,W+¼,2022-01-12,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
周睿羊,丁浩,7.5,W+R,2022-01-11,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
羋昱廷,丁浩,7.5,B+R,2022-01-05,第16期中国囲碁棋王争覇戦3回戦,3600.0,1,60,chinese,ch,ch
丁浩,辜梓豪,7.5,B+R,2021-12-30,第1期湾区杯中国囲碁大棋士戦決勝,7200.0,5,60,chinese,ch,ch
彭立尭,丁浩,7.5,W+R,2021-12-29,第1期湾区杯中国囲碁大棋士戦準決勝,7200.0,5,60,chinese,ch,ch
戎毅,丁浩,7.5,W+R,2021-12-28,第1期湾区杯中国囲碁大棋士戦3回戦,7200.0,5,60,chinese,ch,ch
楊楷文,朴廷桓,7.5,W+¼,2024-03-17,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
党毅飛,丁浩,7.5,W+R,2021-12-26,第1期湾区杯中国囲碁大棋士戦2回戦,7200.0,5,60,chinese,ch,ch
伊淩涛,丁浩,7.5,W+R,2021-12-25,第1期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
柯潔,丁浩,7.5,W+R,2021-12-12,第1回文投杯中国囲棋国手戦決勝,7200.0,5,60,chinese,ch,ch
丁浩,羋昱廷,7.5,B+R,2021-12-11,第1回文投杯中国囲棋国手戦準決勝,7200.0,5,60,chinese,ch,ch
檀嘯,丁浩,7.5,W+R,2021-12-10,第1回文投杯中国囲棋国手戦3回戦,7200.0,5,60,chinese,ch,ch
丁浩,彭立尭,7.5,W+R,2021-11-17,2021CCTV杯中国囲棋電視快棋戦2回戦,30.0,10,60,chinese,ch,ch
丁浩,廖元赫,7.5,B+¾,2021-11-16,2021CCTV杯中国囲棋電視快棋戦1回戦,30.0,10,60,chinese,ch,ch
楊鼎新,丁浩,7.5,W+¼,2021-10-18,第17回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第2局,7200.0,,,chinese,ch,ch
丁浩,楊鼎新,7.5,B+R,2021-10-16,第17回倡棋杯中国プロ囲碁選手権戦決勝三番勝負第1局,7200.0,,,chinese,ch,ch
丁浩,黄雲嵩,6.5,W+R,2021-10-14,第7回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
朴廷桓,辜梓豪,7.5,B+R,2024-03-15,第25回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
丁浩,陳賢,6.5,B+2.5,2021-10-11,第7回国手山脈国際囲碁大会中国予選,1800.0,3,40,japanese,ch,ch
柁嘉熹,丁浩,7.5,W+R,2021-10-09,第1回文投杯中国囲棋国手戦2回戦,7200.0,5,60,chinese,ch,ch
丁浩,陳耀燁,7.5,B+1¾,2021-10-08,第1回文投杯中国囲棋国手戦1回戦,7200.0,5,60,chinese,ch,ch
丁浩,井山裕太,7.5,W+R,2021-09-30,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,jp
李維清,丁浩,7.5,W+R,2021-09-29,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,柁嘉熹,7.5,B+2¾,2021-09-28,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
唐韋星,丁浩,7.5,W+R,2021-09-26,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,陳一純,7.5,B+R,2021-09-25,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
張涛,丁浩,7.5,B+R,2021-09-11,第22期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,ch,ch
呉俊毅,丁浩,7.5,W+R,2021-09-10,第22期阿含・桐山杯中国囲碁早碁公開戦予選,30.0,10,60,chinese,jp,ch
朴廷桓,仲邑菫,6.5,B+R,2024-03-11,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
連笑,丁浩,6.5,B+R,2021-08-23,第26回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
丁浩,李軒豪,6.5,B+0.5,2021-08-16,第26回三星火災杯中国予選,7200.0,5,60,japanese,ch,ch
陶欣然,丁浩,7.5,W+R,2021-06-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,楊鼎新,7.5,B+R,2021-06-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
辜梓豪,丁浩,7.5,W+R,2021-06-09,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,羋昱廷,7.5,B+R,2021-06-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
胡鈺函,丁浩,7.5,B+¾,2021-06-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
丁浩,申眞諝,7.5,B+R,2021-05-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
丁浩,朴廷桓,7.5,W+R,2021-05-10,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
江維傑,丁浩,7.5,W+R,2021-05-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,表見佑,6.5,B+R,2026-01-06,第31回GSカルテックス杯プロ棋戦予選,1800.0,,,Japanese,kr,kr
申旻埈,朴廷桓,6.5,B+R,2024-03-09,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
丁浩,柯潔,7.5,W+R,2021-05-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
金恩持,党毅飛,6.5,W+R,2026-03-21,2025-2026韓国囲碁リーグプレーオフ,60.0,,,japanese,kr,ch
辜梓豪,党毅飛,7.5,B+R,2026-03-14,第25回西南棋王戦2回戦,30.0,10,60,chinese,ch,ch
古力,党毅飛,7.5,W+R,2026-03-14,第25回西南棋王戦1回戦,30.0,10,60,chinese,ch,ch
卞相壹,党毅飛,6.5,B+R,2026-03-01,2025-2026韓国囲碁リーグプレーオフ,60.0,,,japanese,kr,ch
党毅飛,韓相朝,6.5,B+R,2026-02-28,2025-2026韓国囲碁リーグプレーオフ,60.0,,,japanese,ch,kr
党毅飛,許皓鋐,6.5,B+R,2026-02-08,2025-2026韓国囲碁リーグ,60.0,,,japanese,ch,tp
朴常鎭,党毅飛,6.5,B+R,2026-01-31,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,ch
周子弈,党毅飛,7.5,W+R,2026-01-25,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,劉兆哲,7.5,B+1¾,2026-01-23,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
偰玹準,朴廷桓,6.5,W+R,2024-03-06,第2期韓国棋院選手権戦決勝五番勝負第5局,5400.0,3,60,japanese,kr,kr
党毅飛,李沢鋭,7.5,W+R,2026-01-15,第40期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
卞相壹,党毅飛,6.5,W+1.5,2026-01-11,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,ch
朴廷桓,党毅飛,6.5,B+2.5,2025-12-29,第1回新韓銀行世界棋仙戦準決勝,1800.0,,,japanese,kr,ch
党毅飛,申旻埈,6.5,B+R,2025-12-28,第1回新韓銀行世界棋仙戦3回戦,1800.0,,,japanese,ch,kr
党毅飛,韓昇周,6.5,B+R,2025-12-27,第1回新韓銀行世界棋仙戦2回戦,1800.0,,,japanese,ch,kr
党毅飛,村川大介,6.5,B+6.5,2025-12-25,第1回新韓銀行世界棋仙戦1回戦,1800.0,,,japanese,ch,jp
党毅飛,丁浩,7.5,W+R,2025-12-18,第2回晋城全国職業囲碁公開戦準決勝,7200.0,5,60,chinese,ch,ch
党毅飛,洪性志,6.5,W+0.5,2025-12-12,2025-2026韓国囲碁リーグ,60.0,,,japanese,ch,kr
党毅飛,時越,7.5,B+R,2025-12-11,第2回晋城全国職業囲碁公開戦4回戦,7200.0,5,60,chinese,ch,ch
党毅飛,檀嘯,7.5,B+¾,2025-12-09,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
朴廷桓,許映皓,6.5,B+R,2024-03-03,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
許嘉陽,党毅飛,7.5,B+R,2025-12-04,第3回中国囲棋国手戦3回戦,7200.0,5,60,chinese,ch,ch
彭立尭,党毅飛,7.5,W+R,2025-12-03,第3回中国囲棋国手戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,羋昱廷,7.5,B+R,2025-12-02,第3回中国囲棋国手戦1回戦,7200.0,5,60,chinese,ch,ch
羋昱廷,党毅飛,7.5,W+R,2025-11-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,李欣宸,7.5,B+R,2025-11-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
羋昱廷,党毅飛,7.5,W+R,2025-11-22,第2回晋城全国職業囲碁公開戦3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,喬智健,7.5,B+R,2025-11-21,第2回晋城全国職業囲碁公開戦2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,陳一純,7.5,B+R,2025-11-19,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
楊鼎新,党毅飛,6.5,B+T,2025-11-10,第30回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,ch
党毅飛,申旻埈,6.5,B+R,2025-11-09,第30回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
林賞圭,朴廷桓,6.5,W+R,2024-02-28,第5期ソパルコサノル最高棋士決定戦リーグ,7200.0,3,60,japanese,kr,kr
謝科,党毅飛,7.5,B+R,2025-11-05,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,王楚軒,7.5,B+R,2025-10-28,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,李昌錫,6.5,B+R,2025-10-26,2025-2026韓国囲碁リーグ,60.0,,,japanese,ch,kr
党毅飛,羋昱廷,7.5,B+R,2025-10-19,第15回中国全国運動会囲碁男子個人公開組第6戦,3600.0,5,60,chinese,ch,ch
王星昊,党毅飛,7.5,B+R,2025-10-19,第15回中国全国運動会囲碁男子個人公開組第5戦,3600.0,5,60,chinese,ch,ch
党毅飛,陳耀燁,7.5,B+5¾,2025-10-18,第15回中国全国運動会囲碁男子個人公開組第3戦,3600.0,5,60,chinese,ch,ch
党毅飛,李欽誠,7.5,W+R,2025-10-18,第15回中国全国運動会囲碁男子個人公開組第1戦,3600.0,5,60,chinese,ch,ch
党毅飛,申眞諝,7.5,B+R,2025-10-15,第3回衢州爛柯杯ワールド囲碁オープン決勝三番勝負第3局,7200.0,5,60,chinese,ch,kr
申眞諝,党毅飛,7.5,B+1¾,2025-10-14,第3回衢州爛柯杯ワールド囲碁オープン決勝三番勝負第2局,7200.0,5,60,chinese,kr,ch
党毅飛,申眞諝,7.5,B+R,2025-10-12,第3回衢州爛柯杯ワールド囲碁オープン決勝三番勝負第1局,7200.0,5,60,chinese,ch,kr
偰玹準,朴廷桓,6.5,B+2.5,2024-02-26,第2期韓国棋院選手権戦決勝五番勝負第4局,5400.0,3,60,japanese,kr,kr
李欽誠,党毅飛,7.5,W+¼,2025-10-11,第3回衢州爛柯杯ワールド囲碁オープン準決勝,7200.0,5,60,chinese,ch,ch
党毅飛,許嘉陽,7.5,B+R,2025-10-09,第3回衢州爛柯杯ワールド囲碁オープン4回戦,7200.0,5,60,chinese,ch,tp
党毅飛,李軒豪,7.5,B+R,2025-10-08,第3回衢州爛柯杯ワールド囲碁オープン3回戦,7200.0,5,60,chinese,ch,ch
党毅飛,孫騰宇,7.5,W+R,2025-09-19,第5期湾区杯中国囲碁大棋士戦1回戦,7200.0,5,60,chinese,ch,ch
党毅飛,王星昊,7.5,W+R,2025-09-17,第26期阿含・桐山杯中国囲碁早碁公開戦決勝,7200.0,5,60,chinese,ch,ch
唐韋星,党毅飛,7.5,W+R,2025-09-10,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
党毅飛,時越,7.5,W+R,2025-09-10,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
范廷鈺,党毅飛,7.5,B+R,2025-09-09,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
王星昊,党毅飛,7.5,B+R,2025-09-09,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
党毅飛,陳耀燁,7.5,B+R,2025-09-08,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
朴ジンソル,朴廷桓,6.5,W+R,2024-02-22,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
党毅飛,李欽誠,7.5,B+R,2025-09-08,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
柯潔,党毅飛,7.5,W+R,2025-09-08,第15回中国全国運動会囲碁競技予選,3600.0,5,60,chinese,ch,ch
柁嘉熹,党毅飛,7.5,B+R,2025-08-31,2025年浙江平湖・当湖十局杯中国囲棋快棋戦2回戦,30.0,10,60,chinese,ch,ch
党毅飛,楊楷文,7.5,B+R,2025-08-31,2025年浙江平湖・当湖十局杯中国囲棋快棋戦1回戦,30.0,10,60,chinese,ch,ch
柯潔,党毅飛,7.5,W+R,2025-08-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,李昊潼,7.5,B+R,2025-08-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
趙晨宇,党毅飛,6.5,B+R,2025-08-11,第27回農心杯中国予選,3600.0,1,60,japanese,ch,ch
檀嘯,党毅飛,6.5,B+R,2025-08-06,第27回農心杯中国予選,3600.0,1,60,japanese,ch,ch
党毅飛,謝爾豪,6.5,B+1.5,2025-08-05,第27回農心杯中国予選,3600.0,1,60,japanese,ch,ch
党毅飛,羋昱廷,7.5,W+R,2025-07-23,第6期中国囲棋棋聖戦1回戦,7200.0,5,60,chinese,ch,ch
朴廷桓,偰玹準,6.5,B+R,2024-02-18,第2期韓国棋院選手権戦決勝五番勝負第3局,5400.0,3,60,japanese,kr,kr
楊楷文,党毅飛,7.5,W+¼,2025-07-19,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申旻埈,党毅飛,7.5,W+R,2025-07-02,第3回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,kr,ch
党毅飛,楊鼎新,7.5,W+¼,2025-06-17,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
張涛,党毅飛,7.5,W+R,2025-06-15,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
申眞諝,党毅飛,6.5,B+R,2025-06-12,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
申旻埈,党毅飛,6.5,B+R,2025-06-10,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
姜東潤,党毅飛,6.5,W+R,2025-06-09,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
党毅飛,丁浩,7.5,B+¾,2025-06-06,第26期阿含・桐山杯中国囲碁早碁公開戦準決勝,30.0,10,60,chinese,ch,ch
陳梓健,党毅飛,7.5,W+1¼,2025-06-05,第26期阿含・桐山杯中国囲碁早碁公開戦2回戦,30.0,10,60,chinese,ch,ch
屠暁宇,党毅飛,7.5,W+R,2025-06-04,第26期阿含・桐山杯中国囲碁早碁公開戦1回戦,30.0,10,60,chinese,ch,ch
偰玹準,朴廷桓,6.5,W+R,2024-02-16,第2期韓国棋院選手権戦決勝五番勝負第2局,5400.0,3,60,japanese,kr,kr
党毅飛,陳玉儂,7.5,B+R,2025-05-29,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
陳正勲,党毅飛,7.5,W+R,2025-05-27,第27回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,ch
党毅飛,偰玹準,6.5,B+R,2025-05-04,2024-2025韓国囲碁リーグ優勝決定戦第2戦,60.0,,,japanese,ch,kr
許皓鋐,党毅飛,6.5,W+R,2025-05-03,2024-2025韓国囲碁リーグ優勝決定戦第1戦,60.0,,,japanese,tp,ch
党毅飛,趙晨宇,7.5,W+1¼,2025-04-22,第19回倡棋杯中国プロ囲碁選手権戦2回戦,7200.0,,,chinese,ch,ch
陶欣然,党毅飛,7.5,W+R,2025-04-21,第19回倡棋杯中国プロ囲碁選手権戦1回戦,7200.0,,,chinese,ch,ch
党毅飛,楊鼎新,7.5,W+R,2025-04-11,第1回北海新繹杯世界囲碁オープン2回戦,7200.0,5,60,chinese,ch,ch
党毅飛,上野梨紗,7.5,B+R,2025-04-10,第1回北海新繹杯世界囲碁オープン1回戦,7200.0,5,60,chinese,ch,jp
朴常鎭,党毅飛,6.5,W+R,2025-04-03,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,ch
党毅飛,許嘉陽,6.5,B+R,2025-03-30,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,ch,tp
朴廷桓,偰玹準,6.5,W+R,2024-02-13,第2期韓国棋院選手権戦決勝五番勝負第1局,5400.0,3,60,japanese,kr,kr
朴廷桓,党毅飛,6.5,B+R,2025-03-29,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
屠暁宇,党毅飛,6.5,B+R,2025-03-28,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,ch,ch
党毅飛,福岡航太朗,6.5,B+R,2025-03-27,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,ch,jp
許皓鋐,党毅飛,6.5,W+R,2025-03-26,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,tp,ch
党毅飛,廖元赫,7.5,W+R,2025-03-15,第24回西南棋王戦1回戦,30.0,10,60,chinese,ch,ch
韓昇周,党毅飛,6.5,W+R,2025-03-09,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,ch
党毅飛,王星昊,7.5,W+R,2025-03-04,第39期中国囲棋天元戦準決勝,9900.0,5,60,chinese,ch,ch
党毅飛,童夢成,7.5,B+R,2025-03-03,第39期中国囲棋天元戦3回戦,9900.0,5,60,chinese,ch,ch
党毅飛,李欽誠,7.5,W+1¼,2025-02-27,第1回南洋杯世界囲碁マスターズ3位決定戦,7200.0,5,60,chinese,ch,ch
韓友賑,党毅飛,6.5,W+1.5,2025-02-21,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,ch
朴廷桓,朴珉奎,6.5,B+R,2024-02-10,2023-2024韓国囲碁リーグ,600.0,,,japanese,kr,kr
党毅飛,李元栄,6.5,B+1.5,2025-02-16,2024-2025韓国囲碁リーグ,60.0,,,japanese,ch,kr
党毅飛,許一笛,7.5,B+1¾,2025-02-15,第39期中国囲棋天元戦2回戦,9900.0,5,60,chinese,ch,ch
段博尭,党毅飛,7.5,W+R,2025-02-14,第39期中国囲棋天元戦1回戦,9900.0,5,60,chinese,ch,ch
廖元赫,党毅飛,6.5,B+R,2025-01-18,2024-2025韓国囲碁リーグ,60.0,,,japanese,ch,ch
王星昊,党毅飛,7.5,B+1¾,2025-01-13,第26回中国囲碁甲級リーグ3位決定戦第2戦,7200.0,5,60,chinese,ch,ch
黄明宇,党毅飛,7.5,W+R,2025-01-11,第26回中国囲碁甲級リーグ3位決定戦第1戦,7200.0,5,60,chinese,ch,ch
党毅飛,謝科,7.5,W+R,2024-12-30,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
党毅飛,謝科,7.5,B+1¾,2024-12-28,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,ch
党毅飛,柁嘉熹,7.5,B+R,2024-12-25,第18期中国囲碁棋王争覇戦32強戦,3600.0,1,60,chinese,ch,ch
党毅飛,屠暁宇,6.5,W+6.5,2024-12-14,第1回世界最高棋士決定戦中国予選,3600.0,,,japanese,ch,ch
宋知勲,朴廷桓,6.5,W+0.5,2026-01-01,2025-2026韓国囲碁リーグ,60.0,,,Japanese,kr,kr
朴廷桓,唐韋星,7.5,B+R,2024-02-03,第25回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
丁浩,党毅飛,6.5,W+R,2024-12-13,第1回世界最高棋士決定戦中国予選,3600.0,,,japanese,ch,ch
党毅飛,丁浩,6.5,W+R,2024-11-22,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第3局,7200.0,5,60,japanese,ch,ch
丁浩,党毅飛,6.5,B+T,2024-11-21,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第2局,7200.0,5,60,japanese,ch,ch
党毅飛,丁浩,6.5,B+R,2024-11-20,第29回三星火災杯世界囲碁マスターズ決勝三番勝負第1局,7200.0,5,60,japanese,ch,ch
連笑,党毅飛,6.5,W+R,2024-11-19,第29回三星火災杯世界囲碁マスターズ準決勝,7200.0,5,60,japanese,ch,ch
李軒豪,党毅飛,6.5,W+R,2024-11-16,第29回三星火災杯世界囲碁マスターズ3回戦,7200.0,5,60,japanese,ch,ch
党毅飛,安正己,6.5,B+R,2024-11-14,第29回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,ch,kr
朴廷桓,党毅飛,6.5,W+R,2024-11-13,第29回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
党毅飛,申眞諝,7.5,W+2¼,2024-11-06,第1回南洋杯世界囲碁マスターズ準決勝,7200.0,5,60,chinese,ch,kr
党毅飛,卞相壹,7.5,B+¾,2024-11-05,第1回南洋杯世界囲碁マスターズ3回戦,7200.0,5,60,chinese,ch,kr
朴廷桓,姜東潤,6.5,B+R,2024-01-30,第2期韓国棋院選手権戦準決勝復活戦,5400.0,3,60,japanese,kr,kr
謝科,党毅飛,7.5,W+R,2024-11-03,第1回南洋杯世界囲碁マスターズ2回戦,7200.0,5,60,chinese,ch,ch
